發生時間,發生地點,死亡受傷人數,車種,經度,緯度
110年05月21日 16時06分00秒,臺南市新營區王公里中正路口 / 臺南市新營區王公里中正路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.316341,23.318182
110年05月21日 20時41分00秒,新竹縣竹東鎮國道3號 90公里400.0公尺處北側向中線,死亡1;受傷5,自用-小客車;租賃車-小客車;營業用-大貨車;乘客-人;乘客-人;乘客-人,121.077315,24.762436
110年05月22日 04時50分00秒,彰化縣二林鎮趙甲里鎮平巷前0.0公尺,死亡1;受傷0,自用-大貨車;普通重型-機車,120.394914,23.936865
110年05月22日 11時58分00秒,臺北市內湖區成美橋前0.0公尺,死亡1;受傷0,普通重型-機車,121.582633,25.054483
110年05月22日 22時15分00秒,彰化縣埤頭鄉元埔村農場路前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.495306,23.874511
110年05月23日 01時12分00秒,新北市汐止區新北市汐止區新台五路2段240號(536041燈桿旁),死亡1;受傷1,腳踏自行車-慢車;普通重型-機車,121.672210,25.065983
110年05月23日 04時03分00秒,高雄市鳳山區國道1號 370公里北側向中線,死亡1;受傷0,其他人-人;自用-小客車;自用-小貨車(含客、貨兩用),120.337037,22.617258
110年05月23日 08時30分00秒,桃園市蘆竹區八德一路前0.0公尺,死亡1;受傷0,普通重型-機車,121.345154,25.065914
110年05月23日 12時35分20秒,嘉義縣竹崎鄉灣橋村5鄰朴子埔181號前東向,死亡1;受傷0,普通輕型-機車,120.512795,23.490211
110年05月23日 12時36分00秒,新北市新店區新北市新店區新烏路1段58號之2,死亡1;受傷0,普通重型-機車;計程車-小客車,121.546022,24.949787
110年05月23日 18時45分04秒,新竹縣關西鎮錦山里10鄰115號暗潭高幹244E3282AE07電桿,死亡1;受傷0,普通重型-機車,121.257936,24.779685
110年05月23日 21時50分00秒,高雄市美濃區村光復街59號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.541800,22.869060
110年05月24日 06時48分09秒,新竹縣湖口鄉勝利路1段68號,死亡1;受傷0,行人-人;自用-小客車,121.033390,24.867717
110年05月24日 08時03分00秒,新北市永和區新北市永和區環河西路2段,死亡1;受傷0,普通重型-機車,121.499881,25.008991
110年05月24日 11時52分00秒,桃園市大園區中山南路(113線6K往青埔),死亡1;受傷0,普通重型-機車,121.212797,25.041087
110年05月24日 16時20分00秒,高雄市甲仙區村台29省道34.5K號前0.0公尺前,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.587900,23.088090
110年05月24日 21時55分00秒,新竹縣關西鎮國道3號 78公里南側向內側,死亡1;受傷4,自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車;乘客-人,121.147636,24.806710
110年05月25日 06時20分00秒,嘉義縣鹿草鄉下麻村嘉39線3公里500公尺處附近,死亡1;受傷0,普通重型-機車,120.348724,23.422742
110年05月25日 10時25分49秒,臺南市北區忠義路三段口 / 臺南市北區佑民街,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,120.205117,22.998940
110年05月25日 12時10分00秒,高雄市大社區中山路42-1號前0.0公尺,死亡1;受傷7,自用-小客車;自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人;普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用);普通重型-機車,120.342994,22.732372
110年05月25日 20時50分05秒,苗栗縣卓蘭鎮中正路8號,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.823965,24.310322
110年05月26日 01時46分00秒,屏東縣屏東市復興南路2段前0.0公尺南側,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),120.485072,22.634190
110年05月26日 02時42分00秒,雲林縣虎尾鎮平和里青埔防汛道路燈桿(編號138)前,死亡1;受傷0,普通重型-機車,120.451622,23.700479
110年05月26日 06時42分44秒,新竹縣北埔鄉台3線79.8公里,死亡1;受傷1,自用-小客車;乘客-人,121.064659,24.706351
110年05月26日 13時59分12秒,雲林縣褒忠鄉王厝寮龍巖分線王厝67西3電桿旁,死亡1;受傷0,自用-小客車,120.343416,23.735315
110年05月26日 20時27分13秒,臺南市安定區新吉里國道8號側車道新吉281-19號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.208730,23.089265
110年05月27日 13時14分00秒,新北市坪林區新北市坪林區106乙線20.5公里處,死亡1;受傷0,普通重型-機車;營業用-大貨車,121.684445,24.945417
110年05月27日 14時00分00秒,臺北市士林區環河北路3段 / 臺北市士林區社中街,死亡1;受傷1,自用-大貨車;自用-小客車;乘客-人,121.501261,25.090454
110年05月27日 21時38分38秒,桃園市中壢區榮民南路665-1號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.258083,24.942742
110年05月27日 23時08分00秒,臺中市太平區福隆里太堤東路前0.0公尺,死亡1;受傷0,大型重型1(550C.C.以上)-機車,120.731555,24.123305
110年05月28日 08時38分00秒,彰化縣彰化市福田里彰南路6段19號前0.0公尺前,死亡1;受傷0,普通重型-機車,120.618560,24.058608
110年05月28日 14時32分00秒,嘉義縣朴子市順天里文化北路口 / 嘉義縣朴子市四維路3段,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.241144,23.468125
110年05月28日 19時20分02秒,雲林縣麥寮鄉麥津村中與路311號前0.0公尺,死亡1;受傷0,行人-人;自用-小貨車(含客、貨兩用),120.251000,23.757835
110年05月29日 05時24分00秒,新北市泰山區新北市泰山區明志路2段與新生路,死亡1;受傷0,自用-小客車;行人-人,121.428278,25.051751
110年05月29日 15時28分00秒,嘉義市西區大溪里高鐵大道前0.0公尺,死亡1;受傷0,普通重型-機車,120.403531,23.486743
110年05月29日 19時08分00秒,花蓮縣吉安鄉海岸路86號前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,121.592143,23.960681
110年05月29日 20時54分25秒,花蓮縣秀林鄉景美村加灣178之20號前以北200公尺處,死亡1;受傷0,普通重型-機車,121.613208,24.092052
110年05月30日 05時25分00秒,新北市三重區新北市三重區仁愛街與元信二街,死亡1;受傷0,腳踏自行車-慢車;營業用-曳引車,121.489488,25.082266
110年05月30日 09時23分00秒,彰化縣溪湖鎮西勢里彰水路1段367號前0.0公尺前,死亡1;受傷0,自用-小貨車(含客、貨兩用),120.482903,23.937521
110年05月30日 13時20分07秒,臺南市七股區台17線 155公里200.0公尺處口,死亡1;受傷1,自用-小貨車(含客、貨兩用);乘客-人,120.134359,23.163904
110年05月30日 16時38分47秒,臺南市關廟區國道3號 353公里北側向中線,死亡1;受傷3,自用-小客車;自用-小客車;乘客-人;乘客-人;乘客-人,120.333961,22.971824
110年05月31日 07時44分00秒,高雄市小港區村北林路11號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.371346,22.555459
110年05月31日 08時22分59秒,桃園市觀音區台61線平面道路與保障五路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.137599,25.070460
110年06月01日 01時00分00秒,臺中市南區福平里復興路2段160號前0.0公尺,死亡1;受傷0,普通重型-機車,120.665552,24.126573
110年06月01日 03時40分00秒,雲林縣臺西鄉和豐村台17線,死亡1;受傷0,自用-小貨車(含客、貨兩用);腳踏自行車-慢車,120.237431,23.736859
110年06月01日 07時25分00秒,臺南市永康區王行路口 / 臺南市永康區永科王田大道口,死亡1;受傷0,普通重型-機車;自用-小客車,120.275061,23.046686
110年06月02日 05時27分00秒,桃園市桃園區國際路二段口 / 桃園市桃園區益壽七街口,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.288397,24.991723
110年06月02日 07時05分00秒,臺中市豐原區大湳里三豐路1段前0.0公尺,死亡1;受傷1,普通重型-機車;普通重型-機車,120.720211,24.259456
110年06月02日 20時33分00秒,新竹縣竹北市中華路口 / 新竹縣竹北市中華路857巷口口,死亡1;受傷1,自用-小客車;大型重型2(250-550C.C.)-機車,121.005149,24.847518
110年06月02日 23時54分00秒,桃園市新屋區員本里民富幹58號前(富岡所;Q110060029),死亡1;受傷3,普通重型-機車;普通重型-機車;乘客-人;乘客-人,121.085526,24.952544
110年06月03日 04時07分07秒,臺南市安南區台江大道三段,死亡3;受傷0,自用-小客車;自用-小客車;乘客-人,120.182833,23.060888
110年06月03日 07時42分00秒,宜蘭縣礁溪鄉礁溪路7段89號前0.0公尺附近,死亡1;受傷0,普通重型-機車;自用-小客車,121.786708,24.836945
110年06月04日 07時57分47秒,雲林縣二崙鄉田尾村雲33道路路燈電桿230742號旁路口,死亡1;受傷0,營業用-大貨車;普通重型-機車;乘客-人,120.418971,23.759881
110年06月04日 09時59分00秒,桃園市新屋區新生里中山路570號前0.0公尺,死亡1;受傷0,行人-人;自用-小客車,121.098520,24.973629
110年06月04日 22時20分00秒,雲林縣虎尾鎮惠來里雲145乙線296127號燈桿前,死亡1;受傷2,自用-小客車;乘客-人;乘客-人,120.479795,23.735770
110年06月05日 21時45分00秒,臺南市東山區縣165線 16公里附近,死亡1;受傷0,自用-小客車,120.406865,23.333535
110年06月06日 00時35分00秒,高雄市林園區鳳林路1段 / 高雄市林園區東林東路,死亡1;受傷0,普通重型-機車;自用-小客車,120.397619,22.503794
110年06月06日 03時30分00秒,臺中市神岡區中山路口 / 臺中市神岡區中山路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.682509,24.246788
110年06月06日 20時08分30秒,桃園市楊梅區富岡里新明街766號前0.0公尺西側,死亡1;受傷0,普通重型-機車,121.064782,24.930017
110年06月07日 04時37分00秒,彰化縣彰化市國道1號 199公里800.0公尺處北側向中線,死亡1;受傷1,營業用-半聯結車;自用-大貨車;其他人-人;自用-小客車;自用-大貨車,120.553433,24.099015
110年06月07日 06時20分09秒,桃園市中壢區莊敬路口 / 桃園市中壢區普騰街,死亡1;受傷0,行人-人;自用-小客車,121.255168,24.964448
110年06月07日 09時19分08秒,宜蘭縣宜蘭市南津路口 / 宜蘭縣宜蘭市凱旋路口,死亡1;受傷0,自用-小客車;行人-人,121.760812,24.720393
110年06月07日 10時24分00秒,高雄市楠梓區加昌路 / 高雄市楠梓區加昌路,死亡1;受傷0,自用-大貨車,120.319356,22.723574
110年06月08日 01時13分00秒,新北市林口區新北市林口區台15線道18.6K處,死亡1;受傷0,自用-曳引車;普通重型-機車,121.343132,25.101927
110年06月08日 01時41分00秒,嘉義市西區北新里文化路1059之1號前0.0公尺,死亡1;受傷0,普通重型-機車,120.436877,23.506612
110年06月08日 08時38分00秒,高雄市左營區文育路 / 高雄市左營區文瑞路,死亡1;受傷0,自用-大貨車;腳踏自行車-慢車,120.316600,22.676690
110年06月08日 12時00分00秒,臺南市學甲區台84線 5公里500.0公尺處,死亡1;受傷1,自用-小貨車(含客、貨兩用);行人-人;自用-小客車;乘客-人,120.180327,23.264679
110年06月09日 03時42分49秒,新竹縣竹北市國道1號 90公里400.0公尺處南側向外側,死亡1;受傷4,營業用-全聯結車;營業用-半聯結車;營業用-大貨車;自用-小客車;乘客-人;乘客-人,121.019194,24.827118
110年06月10日 00時04分00秒,臺中市石岡區和盛里豐勢路56號前0.0公尺,死亡1;受傷2,自用-小客車;乘客-人;乘客-人,120.815603,24.260721
110年06月10日 04時04分42秒,雲林縣二崙鄉油車村埤腳42號前,死亡1;受傷0,普通重型-機車,120.380998,23.801584
110年06月10日 06時38分00秒,桃園市中壢區環北路72號前0.0公尺附近,死亡1;受傷1,行人-人;普通重型-機車,121.218502,24.966084
110年06月11日 02時37分00秒,新竹縣竹東鎮中興路二段100號前,死亡1;受傷1,普通重型-機車;自用-小客車;自用-小客車;乘客-人,121.065376,24.758973
110年06月11日 06時46分00秒,新竹市北區經國路二段580號前,死亡1;受傷0,自用-小客車;自用-小貨車(含客、貨兩用),120.954639,24.802577
110年06月11日 09時55分00秒,臺南市中西區西門路二段東側 / 臺南市中西區郡緯街北側,死亡1;受傷1,自用-小貨車(含客、貨兩用);行人-人;行人-人,120.200645,22.998528
110年06月11日 13時00分00秒,臺中市北屯區舊社里松竹路一段 / 臺中市北屯區舊社里敦富路,死亡1;受傷2,普通重型-機車;自用-小客車;乘客-人,120.707465,24.182533
110年06月11日 15時13分00秒,臺中市北區光大里公園路 / 臺中市北區光大里柳川西路,死亡1;受傷0,自用-小客車;普通重型-機車,120.678100,24.148862
110年06月11日 16時03分16秒,臺南市七股區永吉里(北塭高幹12右10)電桿前未命道路路口,死亡1;受傷0,普通重型-機車;自用-小客車,120.127855,23.098971
110年06月11日 16時18分00秒,桃園市觀音區忠愛路1段90號前0.0公尺,死亡1;受傷3,自用-小客車;行人-人;行人-人;行人-人;行人-人;大型重型2(250-550C.C.)-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,121.166292,24.994214
110年06月11日 18時11分35秒,雲林縣麥寮鄉橋頭村11鄰橋頭301號前,死亡1;受傷0,電動輔助自行車-慢車;自用-小貨車(含客、貨兩用),120.271657,23.790445
110年06月12日 09時09分00秒,臺北市中正區忠孝東路2段 / 臺北市中正區金山南路1段,死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,121.529780,25.043090
110年06月12日 14時01分58秒,臺南市歸仁區大廟里大廟六街253巷、台三九(附近),死亡1;受傷0,普通重型-機車,120.282297,23.001732
110年06月12日 19時42分21秒,新竹市東區明湖路408號,死亡1;受傷1,普通重型-機車;普通重型-機車;租賃車-小客車,120.967486,24.785215
110年06月12日 22時03分00秒,臺中市南屯區豐樂里永春東路 / 臺中市南屯區豐樂里豐富路,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車,120.648100,24.134670
110年06月13日 08時17分15秒,桃園市大園區建國路附近 / 桃園市大園區海港路,死亡1;受傷0,普通重型-機車;營業用-曳引車,121.252644,25.111079
110年06月13日 12時29分00秒,花蓮縣花蓮市中興路西側 / 花蓮縣花蓮市忠義二街口,死亡1;受傷1,普通重型-機車;普通重型-機車,121.632397,23.992464
110年06月14日 00時01分47秒,宜蘭縣宜蘭市東港路2段26號前0.0公尺,死亡1;受傷0,普通重型-機車,121.770709,24.750835
110年06月14日 10時50分00秒,臺南市東區崇善路口 / 臺南市東區崇德十五街口,死亡1;受傷0,自用-小客車;普通重型-機車,120.230506,22.970421
110年06月14日 11時28分00秒,新北市板橋區縣民大道1段口 / 新北市板橋區民權路口,死亡1;受傷1,自用-小客車;租賃車-小客車;腳踏自行車-慢車,121.458208,25.007392
110年06月14日 19時24分00秒,臺中市龍井區福田里臨港東路二段 / 臺中市龍井區福田里臨港東路二段,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.516815,24.197798
